,seq,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,concreteness_sd,iconicity,iconicity_sd,childBOI,childBOI_sd,adultBOI,adultBOI_sd,Auditory,Auditory_sd,Gustatory,Gustatory_sd,Haptic,Haptic_sd,Interoceptive,Interoceptive_sd,Olfactory,Olfactory_sd,Visual,Visual_sd,Foot_leg,Foot_leg_sd,Hand_arm,Hand_arm_sd,Head,Head_sd,Mouth,Mouth_sd,Torso,Torso_sd,phoneme,phoneme_sd,socialness,socialness_sd,semD,semD_sd,valence,valence_sd,arousal,arousal_sd,dominance,dominance_sd,imageability,imageability_sd,babiness,babiness_sd,frequency,frequency_sd,mlu,mlu_sd,contextD,contextD_sd,gpt-4o-2024-05-13_concreteness_sd,gpt-4o-2024-05-13_iconicity_sd,gpt-4o-2024-05-13_childBOI_sd,gpt-4o-2024-05-13_adultBOI_sd,gpt-4o-2024-05-13_Auditory_sd,gpt-4o-2024-05-13_Gustatory_sd,gpt-4o-2024-05-13_Haptic_sd,gpt-4o-2024-05-13_Interoceptive_sd,gpt-4o-2024-05-13_Olfactory_sd,gpt-4o-2024-05-13_Visual_sd,gpt-4o-2024-05-13_Foot_leg_sd,gpt-4o-2024-05-13_Hand_arm_sd,gpt-4o-2024-05-13_Head_sd,gpt-4o-2024-05-13_Mouth_sd,gpt-4o-2024-05-13_Torso_sd,gpt-4o-2024-05-13_socialness_sd,gpt-4o-2024-05-13_valence_sd,gpt-4o-2024-05-13_arousal_sd,gpt-4o-2024-05-13_dominance_sd,gpt-4o-2024-05-13_imageability_sd,gpt-4o-2024-05-13_babiness_sd,gpt-4o-mini-2024-07-18_concreteness_sd,gpt-4o-mini-2024-07-18_iconicity_sd,gpt-4o-mini-2024-07-18_childBOI_sd,gpt-4o-mini-2024-07-18_adultBOI_sd,gpt-4o-mini-2024-07-18_Auditory_sd,gpt-4o-mini-2024-07-18_Gustatory_sd,gpt-4o-mini-2024-07-18_Haptic_sd,gpt-4o-mini-2024-07-18_Interoceptive_sd,gpt-4o-mini-2024-07-18_Olfactory_sd,gpt-4o-mini-2024-07-18_Visual_sd,gpt-4o-mini-2024-07-18_Foot_leg_sd,gpt-4o-mini-2024-07-18_Hand_arm_sd,gpt-4o-mini-2024-07-18_Head_sd,gpt-4o-mini-2024-07-18_Mouth_sd,gpt-4o-mini-2024-07-18_Torso_sd,gpt-4o-mini-2024-07-18_socialness_sd,gpt-4o-mini-2024-07-18_valence_sd,gpt-4o-mini-2024-07-18_arousal_sd,gpt-4o-mini-2024-07-18_dominance_sd,gpt-4o-mini-2024-07-18_imageability_sd,gpt-4o-mini-2024-07-18_babiness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_babiness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_babiness_sd
44,45,item_45,animals,nouns,pony,pony,pony,NA,NA,pony,False,NA,28.0,4.9,0.4,2.8,1.31656117720876,5.260869565,1.959067294,5.375,1.468880082,1.789473684,1.652571981,0.157894737,0.688247202,2.105263158,1.852767805,0.210526316,0.917662935,1.105263158,1.149624907,3.526315789,1.866917276,1.65,1.899445903,1.95,2.038446261,2.35,2.35,0.5,1.235441536,1.1,1.651155895,4.0,NA,NA,NA,1.2431159583325497,NA,6.71,1.59,4.29,2.93,5.9,1.97,NA,NA,3.0,NA,999.327742726309,NA,7.54639175257732,NA,163.0,NA,0.0,0.31622776601683794,1.5670212364724212,1.286683937707919,0.9944289260117533,0.0,0.48304589153964794,0.9189365834726815,0.5676462121975466,0.6749485577105528,0.6992058987801011,0.5163977794943223,1.0749676997731399,0.6749485577105528,0.8232726023485646,0.5163977794943223,1.2516655570345725,1.0801234497346435,0.0,0.42163702135578385,0.6324555320336758,0.0,0.5163977794943222,1.1972189997378648,1.0801234497346432,0.48304589153964794,0.0,0.7071067811865476,0.44095855184409843,0.3333333333333333,0.9660917830792958,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.4216370213557839,0.48304589153964794,0.9660917830792958,0.9189365834726815,0.5163977794943223,1.5951314818673865,0.31622776601683794,0.9759000729485333,1.509230856356236,1.1877349391654208,1.8516401995451028,0.0,0.9511897312113418,0.0,0.7071067811865476,1.2692955176439846,0.0,0.44095855184409843,0.0,0.0,0.3779644730092273,0.5477225575051661,1.3984117975602022,0.9486832980505138,0.6992058987801009,0.5163977794943223,0.5345224838248488,0.48304589153964794,0.8232726023485646,1.2292725943057181,1.1352924243950935,1.2649110640673518,0.0,0.966091783079296,0.0,0.7888106377466155,0.5270462766947299,0.7440238091428449,0.927960727138337,0.44095855184409843,0.31622776601683794,0.0,1.429840705968481,0.5163977794943223,0.5163977794943223,0.7378647873726218,0.42163702135578385,0.9944289260117533
45,46,item_46,animals,nouns,puppy,puppy,puppy,NA,NA,puppy,False,NA,22.0,4.78,0.7,3.3,2.05750658160146,5.777777778,2.241794153,6.25,1.377732974,3.4,1.69829636,0.2,0.695852374,3.95,1.571958216,0.8,1.399247918,2.35,1.814415956,4.55,0.686332741,1.8,1.794729125,3.9,1.518309309,3.35,3.35,1.05,1.35627198,1.85,1.694418081,4.0,NA,NA,NA,0.931968700351497,NA,7.85,1.53,5.84,2.62,6.24,2.15,NA,NA,4.25,NA,2529.27912639532,NA,5.53977968176255,NA,442.0,NA,0.0,0.5163977794943223,0.48304589153964794,1.4944341180973264,0.9428090415820634,0.0,0.5163977794943223,1.2292725943057183,0.7378647873726218,0.6749485577105528,0.5163977794943223,0.9428090415820634,1.1785113019775793,0.7378647873726218,0.8432740427115679,1.0593499054713802,1.1595018087284057,1.5491933384829668,1.3374935098492586,0.5163977794943222,1.5238839267549948,0.0,0.42163702135578385,0.6749485577105528,1.429840705968481,0.8232726023485646,0.0,1.5491933384829668,1.0137937550497034,0.3333333333333333,0.8755950357709129,0.0,0.31622776601683794,0.44095855184409843,0.0,0.42163702135578396,2.043961295567452,0.31622776601683794,0.6749485577105528,0.7378647873726218,0.31622776601683794,1.4181364924121764,0.31622776601683794,0.9759000729485333,1.4181364924121764,1.5979898086569353,2.187627547301936,0.0,1.7677669529663689,0.0,0.7440238091428449,1.092906420717,0.0,0.44095855184409843,0.0,0.0,0.3779644730092273,1.8165902124584952,1.3333333333333333,1.2649110640673518,1.1352924243950937,0.5163977794943223,1.632993161855452,0.48304589153964794,0.8498365855987975,1.5670212364724212,1.0593499054713802,0.9944289260117531,0.0,1.2516655570345725,0.0,0.6666666666666666,0.31622776601683794,0.7071067811865476,1.0540925533894598,0.44095855184409843,0.31622776601683794,0.6749485577105528,1.8885620632287057,1.2292725943057183,0.5270462766947299,0.9660917830792959,0.4714045207910317,1.0749676997731399
46,47,item_47,animals,nouns,rooster,rooster,rooster,NA,NA,rooster,False,NA,28.0,4.75,0.85,4.11111111111111,1.83333333333333,3.8,2.121320344,3.909090909,2.136064269,3.705882353,1.611082939,0.235294118,0.562295715,1.117647059,1.317305628,0.058823529,0.242535625,0.647058824,0.861769725,4.294117647,1.046703509,0.235294118,0.752446989,1.117647059,1.615640467,2.941176471,2.941176471,0.352941176,0.861769725,0.294117647,0.848874688,5.0,NA,1.86363636363636,1.39028789568939,NA,NA,5.53,1.93,4.57,2.13,5.09,1.88,NA,NA,1.5,NA,1890.04930972249,NA,4.72843450479233,NA,184.0,NA,0.0,0.5270462766947299,1.4142135623730951,1.3498971154211057,1.2292725943057183,0.0,0.7071067811865476,0.9189365834726815,0.7888106377466155,0.6749485577105528,0.4830458915396479,0.5163977794943223,1.0593499054713802,0.6324555320336759,0.8232726023485646,0.42163702135578396,1.1785113019775793,0.9944289260117533,0.0,0.48304589153964794,0.6324555320336758,0.0,0.6324555320336759,1.1547005383792515,1.0593499054713802,0.6992058987801011,0.0,0.4830458915396479,0.44095855184409843,0.3333333333333333,0.7378647873726217,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.4216370213557839,1.5951314818673867,0.9486832980505138,0.42163702135578385,0.5270462766947299,0.8755950357709131,0.31622776601683794,0.9759000729485333,1.1352924243950933,1.0606601717798212,1.5491933384829668,0.0,0.9511897312113418,0.0,0.881917103688197,1.2692955176439846,0.0,0.44095855184409843,0.0,0.0,0.0,0.4472135954999579,0.3162277660168379,0.8432740427115678,0.6749485577105528,0.6749485577105528,0.48795003647426666,0.48304589153964794,0.8498365855987975,1.1005049346146119,1.1352924243950935,0.9486832980505138,0.0,0.966091783079296,0.0,0.8498365855987975,0.5270462766947299,0.3535533905932738,0.7071067811865476,0.44095855184409843,0.31622776601683794,0.0,1.349897115421106,0.48304589153964794,0.5270462766947299,0.6324555320336759,0.42163702135578385,0.8232726023485646
47,48,item_48,animals,nouns,sheep,sheep,sheep,NA,NA,sheep,False,NA,24.0,4.9,0.41,3.22222222222222,1.7873008824606,4.24,2.296373953,4.5,1.769303474,3.473684211,1.925513526,0.315789474,0.945905303,2.105263158,2.078854835,0.105263158,0.458831468,1.263157895,1.726978906,4.105263158,1.760515608,0.55,1.099042646,2.05,1.731290969,2.7,2.7,0.5,1.147078669,0.6,1.095445115,3.0,NA,NA,NA,1.4131911997534856,NA,5.32,1.89,2.95,2.26,4.42,2.6,6.8,0.7,3.4,NA,2533.94002867258,NA,5.40021119324182,NA,398.0,NA,0.0,0.5163977794943223,1.577621275493231,1.2516655570345725,1.1352924243950937,0.0,0.5163977794943223,0.9189365834726815,0.6666666666666666,0.6749485577105528,0.4830458915396479,0.5163977794943223,1.0593499054713802,0.6992058987801011,0.8232726023485646,0.42163702135578396,1.1785113019775793,0.9660917830792958,0.0,0.48304589153964794,0.8498365855987975,0.0,0.42163702135578385,0.9486832980505138,1.0801234497346432,0.5163977794943223,0.0,0.5163977794943223,0.44095855184409843,0.3333333333333333,1.0327955589886448,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.3162277660168379,1.286683937707919,1.0540925533894598,0.42163702135578385,0.42163702135578385,1.2866839377079187,0.31622776601683794,0.951189731211342,1.1005049346146119,1.0350983390135313,1.9407902170679516,0.0,0.9511897312113418,0.0,0.8660254037844388,1.2692955176439846,0.0,0.44095855184409843,0.0,0.0,0.3779644730092273,0.4472135954999579,0.42163702135578385,0.7071067811865476,0.6324555320336759,0.6749485577105528,0.5345224838248488,0.48304589153964794,0.8432740427115679,1.1005049346146119,1.1352924243950935,0.8432740427115677,0.0,0.966091783079296,0.0,0.816496580927726,0.5163977794943223,0.7440238091428449,0.8333333333333334,0.44095855184409843,0.31622776601683794,0.0,1.349897115421106,0.48304589153964794,0.5163977794943223,0.48304589153964794,0.42163702135578385,0.7378647873726217
48,49,item_49,animals,nouns,squirrel,squirrel,squirrel,NA,NA,squirrel,False,NA,26.0,4.89,0.42,4.4,1.89736659610102,4.464285714,2.168497395,4.346153846,1.647842412,2.285714286,1.75853262,0.2,0.632455532,1.342857143,1.731080199,0.057142857,0.338061702,0.142857143,0.550019098,4.342857143,1.186761712,0.619047619,1.244033379,1.095238095,1.445847914,2.619047619,2.619047619,1.047619048,1.774153051,0.761904762,1.300183137,6.0,NA,1.9,1.25236618152662,1.391835297807152,NA,5.71,2.31,4.48,2.23,5.62,1.69,NA,NA,1.5,NA,1538.47710625716,NA,5.61111111111111,NA,155.0,NA,0.0,0.48304589153964794,1.632993161855452,1.3498971154211057,0.7888106377466155,0.0,0.48304589153964794,0.9189365834726815,0.5676462121975466,0.6749485577105528,0.4830458915396479,0.42163702135578396,1.0749676997731399,0.6992058987801011,0.7888106377466155,0.42163702135578396,1.1785113019775793,1.1595018087284057,0.0,0.5163977794943223,0.7378647873726218,0.0,0.5163977794943222,0.8432740427115679,1.07496769977314,0.5163977794943223,0.0,0.5163977794943223,0.44095855184409843,0.3333333333333333,0.674948557710553,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.3162277660168379,0.9486832980505138,0.9944289260117531,0.42163702135578385,0.5270462766947299,0.816496580927726,0.31622776601683794,0.9759000729485333,1.1352924243950933,1.0606601717798212,1.3291601358251257,0.0,0.9511897312113418,0.0,0.9161253813129043,1.118033988749895,0.0,0.44095855184409843,0.0,0.0,0.0,0.4472135954999579,0.48304589153964794,0.8432740427115677,0.6749485577105528,0.6324555320336759,0.48795003647426666,0.48304589153964794,0.8498365855987975,1.1005049346146119,1.1352924243950935,0.9660917830792958,0.0,0.9660917830792959,0.0,0.6749485577105528,0.5270462766947299,0.7440238091428449,0.8660254037844386,0.44095855184409843,0.31622776601683794,0.0,1.509230856356236,0.48304589153964794,0.5163977794943223,0.6324555320336759,0.3162277660168379,1.0593499054713802
49,50,item_50,animals,nouns,teddybear,teddybear,teddybear,NA,NA,teddybear,False,NA,24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1528.33475401915,NA,8.0,NA,3.0,NA,0.0,0.48304589153964794,0.33333333333333337,1.2649110640673518,0.6324555320336759,0.0,0.4714045207910317,1.3703203194062978,0.4830458915396479,0.816496580927726,0.31622776601683794,0.6324555320336759,1.0327955589886446,0.6324555320336759,0.6324555320336759,0.6324555320336759,1.1005049346146119,1.4142135623730951,1.2649110640673518,0.4409585518440984,0.8755950357709131,0.0,0.42163702135578385,0.5163977794943222,1.5491933384829666,0.48304589153964794,0.0,1.9550504398153574,0.7264831572567789,0.3333333333333333,0.875595035770913,0.0,0.31622776601683794,0.5,0.0,0.31622776601683794,0.6749485577105528,0.31622776601683794,0.8498365855987975,0.7888106377466155,0.31622776601683794,0.3162277660168379,0.0,1.3451854182690985,1.1595018087284057,1.1952286093343936,2.228601953392904,0.0,1.0690449676496976,0.0,0.0,1.092906420717,0.0,1.0,0.0,0.0,0.0,1.224744871391589,1.3333333333333333,0.816496580927726,1.1547005383792515,0.6749485577105528,0.7867957924694432,0.3162277660168379,0.6666666666666666,0.9428090415820634,0.816496580927726,0.8498365855987975,0.0,0.97182531580755,0.0,0.48304589153964794,0.48304589153964794,0.0,1.3944333775567928,0.6666666666666666,0.31622776601683794,0.8498365855987975,1.6465452046971292,0.9189365834726815,0.5676462121975466,0.699205898780101,0.48304589153964794,1.0540925533894598
50,51,item_51,animals,nouns,tiger,tiger,tiger,NA,NA,tiger,False,NA,24.0,5.0,0.0,4.0,1.24721912892464,4.24137931,2.558671145,3.869448183,2.031536,2.764705882,1.714985851,0.0,0.0,1.294117647,1.403776419,0.411764706,1.175735064,0.529411765,0.943242218,4.470588235,1.124591429,0.55,1.394538218,0.95,1.700619082,2.8,2.8,0.65,1.598519051,0.35,1.182103388,4.0,NA,1.375,0.769669607265238,1.655378414529145,NA,6.0,2.29,5.55,2.61,4.4,2.64,NA,NA,2.0,NA,2153.54683068223,NA,5.31489361702128,NA,219.0,NA,0.0,0.4216370213557839,1.1005049346146119,1.3165611772087669,1.1737877907772674,0.0,0.5163977794943223,0.9189365834726815,0.6666666666666666,0.6749485577105528,0.4830458915396479,0.5270462766947299,1.1785113019775793,0.6749485577105528,0.8232726023485646,0.42163702135578396,1.1595018087284057,0.7888106377466155,0.42163702135578385,0.42163702135578385,0.6749485577105528,0.0,0.5676462121975466,0.9944289260117533,1.0801234497346432,0.5163977794943223,0.0,0.7071067811865476,0.44095855184409843,0.3333333333333333,0.8232726023485645,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.3162277660168379,1.509230856356236,0.9944289260117531,0.48304589153964794,0.4714045207910317,1.4142135623730951,0.31622776601683794,0.9759000729485333,0.9944289260117531,1.1259916264596033,1.3291601358251257,0.0,0.9511897312113418,0.0,0.9161253813129043,1.1666666666666667,0.0,0.44095855184409843,0.0,0.0,0.0,0.4472135954999579,0.7888106377466155,1.07496769977314,1.398411797560202,0.5163977794943223,0.5345224838248488,0.48304589153964794,0.8498365855987975,0.8755950357709131,1.1737877907772674,0.8432740427115677,0.0,0.966091783079296,0.0,0.8232726023485646,0.48304589153964794,0.7440238091428449,0.7264831572567789,0.44095855184409843,0.31622776601683794,0.0,1.509230856356236,0.9189365834726815,0.5676462121975466,0.8432740427115678,0.4714045207910317,0.9189365834726815
51,52,item_52,animals,nouns,turkey,turkey,turkey,NA,NA,turkey,False,NA,28.0,4.89,0.32,4.8,1.81352940116472,5.2,1.779513042,4.833333333,1.809796209,2.157894737,2.007296631,4.052631579,1.71508614,2.631578947,2.060488785,1.0,1.795054936,3.0,1.855921454,4.105263158,1.486783883,0.105263158,0.458831468,1.263157895,1.75885396,1.789473684,1.789473684,2.473684211,2.412200956,0.789473684,1.618605276,4.0,NA,NA,NA,1.5499830856810555,NA,5.9,1.62,3.45,2.11,5.59,2.32,NA,NA,2.636363636,NA,1861.27209274719,NA,5.46762589928058,NA,215.0,NA,0.0,0.42163702135578385,1.2649110640673518,1.4944341180973262,1.1785113019775793,0.42163702135578385,0.7071067811865476,0.9486832980505138,0.7888106377466155,0.7378647873726218,0.4830458915396479,1.4944341180973262,0.875595035770913,1.247219128924647,0.8432740427115679,0.42163702135578396,1.1737877907772671,1.1737877907772671,1.2649110640673518,0.5163977794943223,0.6666666666666666,0.0,0.6749485577105528,0.5163977794943223,0.9944289260117531,0.6992058987801011,2.0816659994661326,1.3984117975602022,1.2247448713915892,1.3017082793177759,1.0749676997731399,0.0,0.42163702135578396,0.44095855184409843,0.0,0.4830458915396479,0.48304589153964794,0.8232726023485646,0.9660917830792959,0.48304589153964794,0.42163702135578385,0.9428090415820634,0.31622776601683794,1.1338934190276817,1.66332999331662,1.6420805617960927,2.160246899469287,0.5477225575051661,1.7043362064926932,0.7867957924694431,0.8864052604279183,1.0929064207170003,0.0,1.1666666666666665,0.0,1.9760470401187076,0.0,0.5477225575051661,0.6992058987801011,0.9944289260117533,0.8498365855987975,0.6749485577105528,1.1126972805283735,0.0,0.816496580927726,1.6465452046971292,1.3984117975602022,1.3374935098492584,0.42163702135578385,1.2516655570345725,0.7071067811865476,0.4216370213557839,0.42163702135578385,0.0,0.8660254037844386,0.3333333333333333,0.875595035770913,0.42163702135578396,1.349897115421106,0.42163702135578385,0.4714045207910317,0.5676462121975466,0.42163702135578385,0.8232726023485646
52,53,item_53,animals,nouns,turtle,turtle,turtle,NA,NA,turtle,False,NA,23.0,5.0,0.0,4.09090909090909,2.16585066219005,4.64,2.099206199,4.821428571,1.564740457,0.555555556,0.704792186,0.277777778,0.57451315,1.944444444,1.764760348,0.111111111,0.323380833,0.5,0.857492926,4.277777778,1.274434387,0.789473684,1.357241785,1.631578947,1.920952493,1.684210526,1.684210526,0.263157895,0.733492806,0.315789474,0.749268649,5.0,NA,NA,NA,1.5739250805093032,NA,6.16,1.98,2.52,1.63,5.82,2.06,NA,NA,2.083333333,NA,2134.39411145783,NA,5.48909657320872,NA,251.0,NA,0.0,0.48304589153964794,1.5898986690282428,1.2516655570345725,1.0749676997731399,0.0,0.6749485577105528,0.9189365834726815,0.48304589153964794,0.6749485577105528,0.4830458915396479,0.48304589153964794,1.0749676997731399,0.6749485577105528,0.8232726023485646,0.42163702135578396,1.1785113019775793,1.1737877907772674,0.0,0.5,0.6992058987801012,0.0,0.48304589153964794,1.1547005383792515,1.07496769977314,0.5163977794943223,0.0,0.5163977794943223,0.44095855184409843,0.3333333333333333,0.674948557710553,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.3162277660168379,0.8432740427115678,0.9486832980505138,0.4714045207910317,0.5163977794943223,1.0593499054713802,0.31622776601683794,0.9759000729485333,0.9189365834726815,1.0606601717798212,1.3291601358251257,0.0,0.9511897312113418,0.0,0.881917103688197,1.118033988749895,0.0,0.44095855184409843,0.0,0.0,0.0,0.4472135954999579,0.42163702135578385,0.7071067811865476,0.6749485577105528,0.6324555320336759,0.5345224838248488,0.48304589153964794,0.8232726023485646,1.1005049346146119,0.9428090415820634,1.0540925533894598,0.0,0.966091783079296,0.0,0.6992058987801011,0.5270462766947299,0.7440238091428449,0.8660254037844386,0.44095855184409843,0.31622776601683794,0.0,1.509230856356236,0.48304589153964794,0.5163977794943223,0.6324555320336759,0.42163702135578385,0.816496580927726
53,54,item_54,animals,nouns,wolf,wolf,wolf,NA,NA,wolf,False,NA,29.0,4.79,0.83,3.6,2.17050941281329,2.96,2.169485346,3.391304348,1.924462863,2.722222222,2.321398046,0.555555556,1.1490263,1.777777778,1.986885104,0.388888889,1.243282604,0.722222222,1.564516672,4.111111111,1.906301898,0.545454545,1.184313051,0.954545455,1.252702706,3.045454545,3.045454545,1.090909091,1.770366949,0.363636364,0.789542034,4.0,NA,NA,NA,1.684266172349479,NA,6.26,1.59,5.25,2.24,4.59,2.58,6.7,1.3,1.181818182,NA,1133.76129898927,NA,6.6039603960396,NA,153.0,NA,0.0,0.6992058987801011,1.0540925533894598,1.286683937707919,0.816496580927726,0.0,0.7071067811865476,0.9189365834726815,0.7378647873726218,0.699205898780101,0.4830458915396479,0.5270462766947299,1.0749676997731399,0.6749485577105528,0.8232726023485646,0.42163702135578396,1.5491933384829668,0.699205898780101,0.42163702135578385,0.4216370213557839,0.7378647873726218,0.0,0.6666666666666666,0.9189365834726815,1.0801234497346432,0.5163977794943222,0.0,0.48304589153964794,0.44095855184409843,0.3333333333333333,0.875595035770913,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.4216370213557839,0.9944289260117531,0.8232726023485646,0.8432740427115678,0.5163977794943222,1.0327955589886446,0.31622776601683794,0.9759000729485333,1.0327955589886446,1.1259916264596033,1.3291601358251257,0.0,0.9511897312113418,0.0,0.881917103688197,1.2692955176439846,0.0,0.44095855184409843,0.0,0.0,0.0,0.4472135954999579,0.7378647873726218,1.2649110640673518,1.505545305418162,0.6749485577105528,0.37796447300922725,0.48304589153964794,0.8498365855987975,0.8755950357709131,1.1352924243950935,0.9428090415820634,0.0,0.966091783079296,0.0,0.8498365855987975,0.5163977794943223,0.7440238091428449,0.7264831572567789,0.44095855184409843,0.31622776601683794,0.0,1.509230856356236,0.9189365834726815,0.6324555320336759,0.9660917830792958,0.42163702135578385,1.1005049346146119
54,55,item_55,animals,nouns,zebra,zebra,zebra,NA,NA,zebra,False,NA,26.0,4.86,0.58,4.2,2.48551358430763,3.88,2.403469714,4.0,1.936491673,1.944444444,1.830211245,0.111111111,0.471404521,1.944444444,2.154945672,0.055555556,0.23570226,1.277777778,1.601673961,4.0,1.644956642,0.666666667,1.460593487,1.142857143,1.824437291,2.619047619,2.619047619,0.571428571,1.287300609,0.571428571,1.362770288,5.0,NA,1.71428571428571,1.41925533794511,1.3200971559827808,NA,6.47,2.34,3.9,2.75,5.26,2.23,NA,NA,1.727272727,NA,2647.97267464686,NA,5.14791987673344,NA,308.0,NA,0.0,0.31622776601683794,1.505545305418162,1.5670212364724212,1.0327955589886446,0.0,0.5163977794943223,0.9189365834726815,0.6749485577105528,0.6749485577105528,0.4830458915396479,0.5270462766947299,1.0593499054713802,0.6749485577105528,0.8232726023485646,0.42163702135578396,1.1785113019775793,1.0801234497346435,0.0,0.5270462766947299,0.7071067811865476,0.0,0.5676462121975466,0.9189365834726815,1.0801234497346432,0.48304589153964794,0.0,0.5163977794943223,0.44095855184409843,0.3333333333333333,0.8232726023485645,0.0,0.31622776601683794,0.33333333333333337,0.0,0.31622776601683794,0.3162277660168379,0.9486832980505138,1.0540925533894598,0.42163702135578385,0.5163977794943223,1.247219128924647,0.31622776601683794,0.9759000729485333,0.9944289260117531,1.0350983390135313,1.3291601358251257,0.0,0.9511897312113418,0.0,0.9161253813129043,1.1666666666666667,0.0,0.44095855184409843,0.0,0.0,0.0,0.4472135954999579,0.42163702135578385,0.8432740427115678,0.6749485577105528,0.5163977794943223,0.5345224838248488,0.48304589153964794,0.8498365855987975,0.6749485577105528,1.0327955589886446,1.1352924243950933,0.0,0.966091783079296,0.0,0.8232726023485646,0.48304589153964794,0.7440238091428449,0.7264831572567789,0.44095855184409843,0.31622776601683794,0.0,1.509230856356236,0.48304589153964794,0.5163977794943223,0.6324555320336759,0.3162277660168379,0.9189365834726815
