seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,concreteness_sd,iconicity,iconicity_sd,childBOI,childBOI_sd,adultBOI,adultBOI_sd,Auditory,Auditory_sd,Gustatory,Gustatory_sd,Haptic,Haptic_sd,Interoceptive,Interoceptive_sd,Olfactory,Olfactory_sd,Visual,Visual_sd,Foot_leg,Foot_leg_sd,Hand_arm,Hand_arm_sd,Head,Head_sd,Mouth,Mouth_sd,Torso,Torso_sd,phoneme,phoneme_sd,socialness,socialness_sd,semD,semD_sd,valence,valence_sd,arousal,arousal_sd,dominance,dominance_sd,imageability,imageability_sd,babiness,babiness_sd,frequency,frequency_sd,mlu,mlu_sd,contextD,contextD_sd,gpt-4o-2024-05-13_concreteness_sd,gpt-4o-2024-05-13_iconicity_sd,gpt-4o-2024-05-13_childBOI_sd,gpt-4o-2024-05-13_adultBOI_sd,gpt-4o-2024-05-13_Auditory_sd,gpt-4o-2024-05-13_Gustatory_sd,gpt-4o-2024-05-13_Haptic_sd,gpt-4o-2024-05-13_Interoceptive_sd,gpt-4o-2024-05-13_Olfactory_sd,gpt-4o-2024-05-13_Visual_sd,gpt-4o-2024-05-13_Foot_leg_sd,gpt-4o-2024-05-13_Hand_arm_sd,gpt-4o-2024-05-13_Head_sd,gpt-4o-2024-05-13_Mouth_sd,gpt-4o-2024-05-13_Torso_sd,gpt-4o-2024-05-13_socialness_sd,gpt-4o-2024-05-13_valence_sd,gpt-4o-2024-05-13_arousal_sd,gpt-4o-2024-05-13_dominance_sd,gpt-4o-2024-05-13_imageability_sd,gpt-4o-2024-05-13_babiness_sd,gpt-4o-mini-2024-07-18_concreteness_sd,gpt-4o-mini-2024-07-18_iconicity_sd,gpt-4o-mini-2024-07-18_childBOI_sd,gpt-4o-mini-2024-07-18_adultBOI_sd,gpt-4o-mini-2024-07-18_Auditory_sd,gpt-4o-mini-2024-07-18_Gustatory_sd,gpt-4o-mini-2024-07-18_Haptic_sd,gpt-4o-mini-2024-07-18_Interoceptive_sd,gpt-4o-mini-2024-07-18_Olfactory_sd,gpt-4o-mini-2024-07-18_Visual_sd,gpt-4o-mini-2024-07-18_Foot_leg_sd,gpt-4o-mini-2024-07-18_Hand_arm_sd,gpt-4o-mini-2024-07-18_Head_sd,gpt-4o-mini-2024-07-18_Mouth_sd,gpt-4o-mini-2024-07-18_Torso_sd,gpt-4o-mini-2024-07-18_socialness_sd,gpt-4o-mini-2024-07-18_valence_sd,gpt-4o-mini-2024-07-18_arousal_sd,gpt-4o-mini-2024-07-18_dominance_sd,gpt-4o-mini-2024-07-18_imageability_sd,gpt-4o-mini-2024-07-18_babiness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_babiness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_babiness_sd
190,191,item_191,body_parts,nouns,eye,eye,eye,NA,NA,eye,FALSE,NA,18,4.9,0.41,5.1,1.852925615,6.47826087,1.081647112,5.72,1.696073898,0.277777778,1.178511302,0.055555556,0.23570226,1.5,1.823054967,1.055555556,1.349170648,0,0,4.611111111,1.195033295,0,0,0.238095238,0.624880941,5,5,0.142857143,0.478091444,0,0,1,NA,NA,NA,1.940049619,NA,6.18,1.47,3.95,2.27,5.72,1.93,6.7,1.2,4.083333333,NA,1965.273016,NA,6.059440559,NA,380,NA,0,0.567646212,0.421637021,1.229272594,0.666666667,0,0.788810638,0.918936583,0.316227766,1.414213562,0.632455532,0.737864787,1.429840706,1.173787791,1.135292424,0.516397779,0.483045892,0.483045892,0,0.843274043,1.032795559,0,0.875595036,2.011080417,1.0749677,1.632993162,0,0.699205899,0.866025404,0.440958552,0.816496581,0,0.421637021,1.58113883,2.5,1.33749351,0,0,0,0,0.516397779,1.264911064,0,0.487950036,0.875595036,0.744023809,0,0,0.899735411,0.707106781,0,1.135292424,0,0.333333333,1.969207398,0,0.755928946,0.707106781,0,0.316227766,0,0.966091783,1.902379462,0.483045892,0.707106781,0.994428926,0.843274043,0.316227766,0,1.159501809,0.737864787,0,0.527046277,0,0.866025404,2.121320344,0,0.316227766,1.173787791,0,0.316227766,0,0.471404521,1.159501809
191,192,item_192,body_parts,nouns,face,face,face,NA,NA,face,FALSE,NA,24,4.87,0.43,3.6,2.458545189,6.730769231,0.666794859,5.857142857,1.492840055,0.25,0.910465468,0.35,0.812727701,3.1,1.943951483,0.45,1.145931017,0.3,0.801314709,4.95,0.223606798,0.1,0.307793506,0.8,1.23969436,4.6,4.6,2.85,2.058998223,0.2,0.695852374,3,NA,NA,NA,1.906027212,NA,6.36,1.54,4.59,2.5,5.96,1.86,6.4,1.1,5.785714286,NA,1630.828631,NA,7.464063886,NA,663,NA,0,0.483045892,0.421637021,1.229272594,0.666666667,0,0.788810638,0.843274043,0.316227766,1.414213562,0.316227766,0.737864787,1.429840706,1.229272594,0.942809042,0.632455532,0.699205899,0.483045892,0,0.674948558,1.100504935,0,0.699205899,2.011080417,1.475729575,0.483045892,0,1.82878223,0.726483157,0.440958552,1.619327707,0,0.843274043,1.922093766,2.738612788,1.567021236,0.699205899,0,0,0,0.516397779,0.994428926,0,0.487950036,0.875595036,0.744023809,0,0,0.9258201,0.744023809,0,1.154700538,0,0.333333333,2.043961296,0,1.511857892,0.447213595,0,0.316227766,0,0.849836586,1.864454471,0.483045892,0.516397779,0.994428926,0.843274043,0.421637021,0,1.0749677,0.737864787,0,0.516397779,0,1.130388331,1.740051085,0.316227766,0.632455532,1.349897115,0,0.316227766,0,0.471404521,0.994428926
192,193,item_193,body_parts,nouns,finger,finger,finger,NA,NA,finger,FALSE,NA,23,5,0,3.1,1.595131482,6.956521739,0.206184571,6,1.709700829,0.157894737,0.374634325,0.631578947,1.382852379,4.105263158,1.328940131,0.789473684,1.512134157,0.368421053,0.830697586,3.947368421,1.470966584,0.176470588,0.727606875,4.588235294,1.227743027,1.411764706,1.411764706,0.176470588,0.727606875,0.176470588,0.727606875,5,NA,NA,NA,1.698099877,NA,5.8,1.51,4.15,2.44,5.32,2.3,NA,NA,5.166666667,NA,1354.010699,NA,7.090252708,NA,350,NA,0,0.483045892,0.421637021,1.229272594,0.666666667,0,0.632455532,0.843274043,0.316227766,1.414213562,0.632455532,1.837873167,1.370320319,1.059349905,1.08012345,0.483045892,0.516397779,0.707106781,0,0.843274043,0.918936583,0,0.600925213,1.82878223,1.702938637,0.483045892,0,1,0.866025404,0.333333333,1.154700538,0.316227766,1.791957341,1.536590743,2.5,1.100504935,0,0,0,0,0.483045892,1.349897115,0,0.690065559,0.875595036,0.744023809,0,0,1.035098339,0.707106781,0,1.135292424,0,0.527046277,0,0,0.755928946,0.447213595,0,0.316227766,0,0.849836586,1.864454471,0.483045892,0.516397779,0.994428926,0.843274043,0.316227766,0,0.971825316,0.737864787,0,0.516397779,0,1.802775638,0.333333333,0,0.316227766,1.173787791,0,0.316227766,0,0.471404521,0.816496581
193,194,item_194,body_parts,nouns,foot,foot,foot,NA,NA,foot,FALSE,NA,22,4.9,0.41,3.2,2.394437999,6.064516129,1.878571867,6,1.59544807,0.684210526,1.204280863,0.052631579,0.229415734,2.736842105,1.851188965,0.631578947,1.460993814,1,1.105541597,4.105263158,1.242521488,4.526315789,1.073334423,0.526315789,1.020262551,0.368421053,0.368421053,0.157894737,0.688247202,0.157894737,0.688247202,3,NA,NA,NA,1.871258178,NA,4.68,1.42,2.77,1.57,5.97,2.03,6.7,1.1,NA,NA,3583.875929,NA,5.930700447,NA,526,NA,0,0.421637021,0.421637021,1.229272594,0.666666667,0,0.666666667,0.849836586,0.316227766,1.286683938,0.948683298,1.509230856,1.33749351,0.632455532,1.0749677,0.421637021,0.483045892,0.516397779,0,0.849836586,1.054092553,0,0.5,2.110818693,1.715938357,0.516397779,0,0.918936583,0.78173596,0.333333333,1.159501809,1.91195072,1.229272594,1.414213562,0,0.994428926,0,0,0,0,0.567646212,0.966091783,0,0.487950036,0.875595036,0.755928946,0,0,0.51754917,0.707106781,0,0.942809042,1.224744871,0.333333333,0,0,0.755928946,0.447213595,0,0.316227766,0,0.948683298,1.902379462,0.483045892,0.707106781,0.942809042,0.843274043,0.421637021,0,0.971825316,0.737864787,0.699205899,0.516397779,1.060660172,0.866025404,0.333333333,0,0.316227766,1.059349905,0,0.316227766,0,0.567646212,0.994428926
194,195,item_195,body_parts,nouns,hair,hair,hair,NA,NA,hair,FALSE,NA,21,4.97,0.19,4,2.211083194,6.718309859,0.896528028,6.318181818,0.994574024,0.5,1.200490096,0.222222222,0.427792632,3.777777778,1.262842525,0.277777778,0.57451315,1.944444444,1.954548909,4.388888889,0.916443823,0.904761905,1.220850601,2.19047619,1.66189794,4.047619048,4.047619048,0.523809524,0.872871561,1.047619048,1.244033379,3,NA,2.727272727,1.881787858,1.486825195,NA,6.18,1.56,3.71,1.95,6.69,1.96,6.3,1.4,2.8,NA,2241.94306,NA,6.821808511,NA,806,NA,0,0.483045892,0.421637021,1.197219,0.567646212,0,0.666666667,0.966091783,0.483045892,1.418136492,0.632455532,0.737864787,1.286683938,1.100504935,1.135292424,0.516397779,0.516397779,0.707106781,0,0.707106781,1.059349905,0,0.440958552,2.233582076,0.875595036,0.483045892,0,1.429840706,0.971825316,0.440958552,0.942809042,0,0.483045892,1.807721534,0,0.918936583,0.316227766,0,0,0,0.316227766,1.032795559,0,0.487950036,0.918936583,0.88640526,0,0,1.133893419,0,0,1.247219129,0,0.726483157,2.170509413,0,0.755928946,0.447213595,0.316227766,0.316227766,0,0.843274043,1.825741858,0.483045892,0.567646212,0.994428926,0.843274043,0.316227766,0,1.0749677,0.516397779,0.527046277,0.516397779,0,1.364225462,1.414213562,0,0.421637021,1.173787791,0,0.316227766,0,0.471404521,1.173787791
195,196,item_196,body_parts,nouns,hand,hand,hand,NA,NA,hand,FALSE,NA,22,4.72,1.03,3.9,2.024845673,6.75,1.004618962,6.44,1.293573861,0.65,1.308876577,0.15,0.670820393,3.65,1.694418081,0.95,1.538112309,0.3,1.128576187,4.25,1.409553867,0.157894737,0.374634325,4.421052632,1.426565007,0.947368421,0.947368421,0.157894737,0.501459857,0.210526316,0.535303379,4,NA,3.157894737,2.088677356,2.058783202,NA,5.9,1.39,3.98,2.39,5.88,2.21,6.4,1.6,4.9,NA,1965.50046,NA,7.197145877,NA,763,NA,0,0.483045892,0.421637021,1.251665557,0.666666667,0,0.632455532,0.948683298,0.316227766,1.414213562,0.421637021,2.065591118,1.197219,0.875595036,1.154700538,0.527046277,0.516397779,0.516397779,0,0.843274043,1.100504935,0,0.843274043,1.549193338,1.619327707,0.483045892,0,0.823272602,1.364225462,0.333333333,1.173787791,1.58113883,2.581988897,2.061552813,2.236067977,1.595131482,0.421637021,0,0,0,0.737864787,1.567021236,0,0.487950036,0.875595036,0.755928946,0,0,0.51754917,0.744023809,0,1.135292424,0,1.615893286,0,0,0.755928946,0.447213595,0,0.316227766,0,0.823272602,1.864454471,0.483045892,0.516397779,0.994428926,0.843274043,0.316227766,0,1.059349905,0.816496581,0,0.516397779,0,2.204792759,0.333333333,0,0.632455532,1.173787791,0,0.316227766,0,0.471404521,1.159501809
196,197,item_197,body_parts,nouns,head,head,head,NA,NA,head,FALSE,NA,22,4.75,0.65,4.090909091,1.868397466,6.659090909,1.237837233,5.48,1.584297952,1.052631579,1.649029486,0.473684211,1.020262551,3,1.795054936,0.842105263,1.641921567,0.736842105,1.407997209,4.473684211,1.123902974,0.157894737,0.374634325,0.736842105,1.147078669,4.631578947,4.631578947,2.789473684,2.274959032,0.368421053,0.830697586,3,NA,2.181818182,1.435481125,1.964357374,NA,5.86,1.32,4.45,2.42,5.56,2.2,6.8,0.8,4.1,NA,2142.378532,NA,7.459656429,NA,885,NA,0,0.483045892,0.421637021,1.229272594,0.666666667,0,0.788810638,0.948683298,0.316227766,1.414213562,0.674948558,0.737864787,0.875595036,0.918936583,1.154700538,0.527046277,0.516397779,0.483045892,0,0.843274043,1.032795559,0,0.527046277,2.011080417,1.370320319,0.483045892,0,1.509230856,0.971825316,0.333333333,1.418136492,0.632455532,0.849836586,2.204792759,2.738612788,1.636391694,0,0,0,0,0.632455532,0.516397779,0,0.487950036,0.875595036,0.744023809,0,0,0.991031209,0.744023809,0,1.135292424,0,0.333333333,2.057506582,0,0.755928946,0.707106781,0,0.316227766,0,0.849836586,1.902379462,0.483045892,0.516397779,0.994428926,0.843274043,0.316227766,0,1.0749677,0.737864787,0,0.527046277,0,1.394433378,2.179449472,0,0.632455532,1.173787791,0,0.316227766,0,0.471404521,1.159501809
197,198,item_198,body_parts,nouns,knee,knee,knee,NA,NA,knee,FALSE,NA,24,5,0,4,2.236067977,6.608695652,0.838783233,5.818181818,1.332250643,0.6,1.313893371,0,0,3.6,1.500876937,1.95,2.064104241,0,0,4.25,1.251315098,4.222222222,1.437135859,1.111111111,1.640978506,0.777777778,0.777777778,0,0,0.055555556,0.23570226,2,NA,NA,NA,1.594963156,NA,4.7,1.49,4.25,2.27,5.38,1.86,6.4,1.4,2.909090909,NA,1453.172528,NA,6.271084337,NA,189,NA,0,0.567646212,0.421637021,1.229272594,0.666666667,0,0.666666667,0.699205899,0.316227766,1.370320319,1.505545305,0.666666667,1.316561177,0.632455532,0.875595036,0.483045892,0.516397779,0.483045892,0,0.707106781,1.398411798,0,0.527046277,1.316561177,1.87379591,0.516397779,0,1.264911064,0.866025404,0.333333333,0.948683298,1.549193338,0.483045892,1.414213562,0,0.948683298,0,0,0,0,0.674948558,0.483045892,0,0.487950036,0.918936583,0.744023809,0,0,1.125991626,0.707106781,0,1.118033989,1.603567451,0.333333333,0,0,0.786795792,0.547722558,0,0.316227766,0,0.843274043,1.732050808,0.421637021,0.707106781,0.994428926,0.823272602,0.316227766,0,0.971825316,0.737864787,0,0.516397779,1.772810521,0.866025404,0.333333333,0,0,1.032795559,0,0.316227766,0,0.421637021,1.264911064
198,199,item_199,body_parts,nouns,leg,leg,leg,NA,NA,leg,FALSE,NA,24,4.83,0.59,3.3,2.263232693,6.666666667,1,5.875,1.541103501,0.529411765,0.874474632,0.117647059,0.332105582,3.117647059,1.576481563,1.294117647,1.490163828,0.235294118,0.752446989,3.823529412,1.590412451,4.4,1.569445091,0.6,1.142481141,1.25,1.25,0.3,0.732695097,0.45,1.190974833,3,NA,NA,NA,1.656752442,NA,6.22,1.63,2.75,2.29,5.5,1.86,6.8,1,3.3,NA,1654.706761,NA,6.32010582,NA,328,NA,0,0.483045892,0.421637021,1.229272594,0.666666667,0,0.567646212,0.966091783,0.316227766,1.414213562,1.032795559,1.429840706,1.173787791,0.632455532,0.942809042,0.483045892,0.516397779,0.483045892,0,0.823272602,1.059349905,0,0.483045892,2.057506582,1.95505044,0.483045892,0,1.429840706,0.726483157,0.333333333,1.429840706,1.349897115,2.011080417,1.414213562,0,1.154700538,0,0,0,0,0.567646212,0.316227766,0,0.487950036,0.875595036,0.744023809,0,0,0.991031209,0.707106781,0,1.135292424,1.069044968,0.333333333,0,0,0.755928946,0.447213595,0,0.316227766,0,0.849836586,1.902379462,0.483045892,0.516397779,0.994428926,0.843274043,0.316227766,0,0.971825316,0.737864787,0,0.516397779,1.060660172,0.866025404,0.333333333,0,0.316227766,1.173787791,0,0.316227766,0,0.471404521,1.173787791
199,200,item_200,body_parts,nouns,lips,lip,lip,NA,NA,lip,TRUE,prural,26,4.96,0.19,4.6,2.118699811,5.848484848,1.872852305,5.52173913,2.129224469,0.647058824,1.366618842,1.470588235,1.806849712,2.941176471,1.853057886,1.176470588,1.667156791,0.352941176,1.221739358,2.941176471,1.853057886,0,0,0.5,0.888523317,1.65,1.65,4.25,1.712953743,0,0,3,NA,NA,NA,1.613086102,NA,6.38,1.8,4.6,2.78,5.95,2.7,6.8,1.1,NA,NA,777.6012475,NA,6.321428571,NA,54,NA,0,0.421637021,0.421637021,1.229272594,0.666666667,0,0.788810638,0.843274043,0.316227766,1.414213562,0.632455532,0.737864787,1.370320319,1.897366596,0.994428926,0.516397779,0.483045892,0.483045892,0,0.666666667,1.059349905,0,0.527046277,2.233582076,1.173787791,0.483045892,0,1.135292424,0.5,0.333333333,1.154700538,0,0.316227766,0.707106781,2.886751346,0.316227766,0,0,0,0,0.516397779,0.421637021,0,0.690065559,0.875595036,0.744023809,0,0,0.991031209,0.707106781,0,1.135292424,0,0.440958552,1.595131482,2.356601669,0.755928946,0.447213595,0,0.316227766,0,0.849836586,1.902379462,0.483045892,0.516397779,0.994428926,0.843274043,0.316227766,0,1.0749677,0.737864787,0,0.516397779,0,0.866025404,1.787300882,1.663329993,0.316227766,1.173787791,0,0.316227766,0,0.471404521,1.173787791
200,201,item_201,body_parts,nouns,mouth,mouth,mouth,NA,NA,mouth,FALSE,NA,21,4.74,0.81,3.4,2.412928143,6.909090909,0.291937104,6.304347826,0.973969507,1.210526316,1.750522061,2,1.972026594,2.578947368,2.11649053,1.263157895,1.910267732,0.736842105,1.593113836,2.947368421,2.368161129,0.210526316,0.917662935,0.578947368,1.169795304,1,1,4.894736842,0.315301768,0.052631579,0.229415734,3,NA,NA,NA,1.519712927,NA,5.59,1.59,4.14,2.29,6,2.65,NA,NA,4.153846154,NA,3112.173357,NA,7.911717496,NA,757,NA,0,0.316227766,0.421637021,1.229272594,0.666666667,0.948683298,0.788810638,0.823272602,0.316227766,1.414213562,0.316227766,1.286683938,1.494434118,0,1.135292424,0.516397779,0.483045892,0.516397779,0,0.843274043,1.032795559,0,0.632455532,1.595131482,1.370320319,0.707106781,1.889822365,1.394433378,1.394433378,1.364225462,1.449137675,0,0.316227766,0.333333333,1.58113883,0.316227766,0,0,0,0,0.527046277,0.918936583,0,0.690065559,0.875595036,0.744023809,0,0,0.991031209,0.707106781,0,1.135292424,0,0.333333333,0,1.642080562,0.755928946,0.447213595,0,0.316227766,0,0.849836586,1.864454471,0.483045892,0.516397779,0.994428926,0.843274043,0.316227766,1.91195072,1.264911064,0.632455532,0.707106781,0.516397779,0,1.509230856,0.333333333,0.316227766,0.632455532,1.173787791,0,0.316227766,0,0.471404521,0.994428926
201,202,item_202,body_parts,nouns,nose,nose,nose,NA,NA,nose,FALSE,NA,18,4.89,0.58,3.3,2.110818693,6.681818182,0.770766072,6,1.386750491,1.19047619,1.806074407,0.428571429,1.362770288,3.047619048,1.627150592,1.142857143,1.8516402,3,2.167948339,4.238095238,1.300183137,0.052631579,0.229415734,1.789473684,1.960128889,4.210526316,4.210526316,0.894736842,1.728671193,0.052631579,0.229415734,3,NA,NA,NA,1.657666959,NA,5.5,1.47,3.1,2.05,4.61,2.3,6.4,1.4,5.833333333,NA,2729.034789,NA,5.79667841,NA,764,NA,0,0.316227766,0.421637021,1.229272594,0.666666667,0,0.788810638,0.823272602,1.33749351,1.414213562,0.632455532,0.788810638,1.418136492,1.549193338,1.159501809,0.516397779,0.516397779,0.483045892,0,0.843274043,1.159501809,0,0.666666667,2.011080417,1.178511302,0.707106781,0,1.154700538,0.866025404,1.536590743,1.159501809,0,0.421637021,2.00693243,2.236067977,0.483045892,0,0,0,0,0.516397779,0.788810638,0,0.487950036,0.875595036,0.744023809,0,0,0.991031209,0.707106781,0,1.135292424,0,0.333333333,1.702938637,0,0.755928946,0.447213595,0,0.316227766,0,0.849836586,1.864454471,0.483045892,0.527046277,0.994428926,0.843274043,0.316227766,0,1.0749677,0.737864787,0.421637021,0.516397779,0,0.866025404,1.878237945,1.269295518,0.316227766,1.173787791,0,0.316227766,0,0.567646212,1.032795559
202,203,item_203,body_parts,nouns,owie/boo boo,owie,owie,boo boo,NA,owie,TRUE,more than one word,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,1355.055094,NA,4.492063492,NA,83,NA,0.699205899,0.849836586,2.59058123,0.699205899,1.251665557,0,1.173787791,0.737864787,0,1.159501809,1.33749351,0.875595036,1.269295518,1.0749677,0.843274043,0.483045892,1.08012345,1.0749677,1.433720878,0.516397779,0.966091783,0.991031209,0.421637021,1.333333333,0.421637021,0.516397779,0,1.166666667,1.130388331,0.333333333,0.843274043,0.421637021,0.707106781,0.707106781,2.5,0.707106781,0.875595036,0.567646212,1.943650632,0.699205899,1.054092553,2.065591118,1.449137675,0.755928946,2.825268635,0.816496581,0.98319208,0,0.744023809,1.364225462,0,0.707106781,1.767766953,0.971825316,2.024845673,0,0.786795792,1,0.632455532,2.282785822,1.154700538,0.737864787,2.360387377,1.229272594,1.494434118,1.752549164,1.060660172,1.494434118,0,1.100504935,1.33749351,0,1.316561177,0.744023809,1.424000624,1.414213562,1.686548085,0.788810638,0.942809042,0.823272602,1.178511302,0.737864787,1.135292424,1.264911064
203,204,item_204,body_parts,nouns,penis*,penis,penis,NA,NA,penis,FALSE,NA,27,5,0,3.545454545,2.207425485,NA,NA,6.689655172,0.849514495,0.411764706,0.795206226,1.176470588,1.810914621,4.058823529,1.028991511,2.117647059,1.866894244,0.764705882,0.903424856,4.352941176,0.996316746,1.277777778,2.023554111,2.888888889,2.025975114,1.722222222,1.722222222,1.888888889,2.13896316,3.222222222,2.073801725,5,NA,NA,NA,1.024016753,NA,5.3,1.42,5.9,2.97,6.21,2.44,NA,NA,3.285714286,NA,41909.65051,NA,7.8,NA,14,NA,0,0.516397779,1.91195072,1.247219129,0.788810638,0,1.0749677,0.823272602,0.316227766,1.619327707,0.421637021,0.699205899,1.135292424,0.948683298,0.918936583,0.942809042,0.316227766,1.08012345,0.316227766,0.421637021,2.485513584,0.527046277,0.788810638,0.849836586,0.994428926,0.483045892,0,1.523883927,0.440958552,0.353553391,1.059349905,0,0.316227766,0.333333333,0,0.966091783,1.766981104,1.523883927,1.286683938,0.726483157,1.316561177,0,0,0.487950036,2.503331114,0.755928946,0,0,1.718249386,0.377964473,0,2.232071427,0,0.353553391,0,0,0,1.516575089,1.471960144,2.136976057,0.707106781,1.936491673,0,0.483045892,0.483045892,2.351122663,0.707106781,0.316227766,0,1.178511302,1.58113883,0.316227766,1.82878223,0,0.755928946,0.333333333,0,2.204792759,1.686548085,1.159501809,1.494434118,1.264911064,0.421637021,2.540778533
204,205,item_205,body_parts,nouns,shoulder,shoulder,shoulder,NA,NA,shoulder,FALSE,NA,28,4.93,0.27,2.6,1.429840706,6.461538462,0.859337849,5.869565217,1.659801407,0.105263158,0.315301768,0.052631579,0.229415734,3.315789474,1.376494403,0.947368421,1.614988277,0.052631579,0.229415734,4.052631579,0.970319776,0.285714286,0.783763813,2.952380952,1.745743122,1.333333333,1.333333333,0.285714286,0.717137166,2.80952381,1.833549771,5,NA,1.772727273,1.30682524,1.607921588,NA,5.1,1.89,2.96,1.61,4.81,1.4,NA,NA,2.833333333,NA,2668.5475,NA,8,NA,78,NA,0,0.483045892,0.421637021,1.229272594,0.737864787,0,0.567646212,0.674948558,0.316227766,1.414213562,0.632455532,0.737864787,1.33749351,0.875595036,0.948683298,0.527046277,0.516397779,0.483045892,0,0.567646212,1.0749677,0,0.440958552,2.097617696,1.712697677,0.516397779,0,1.370320319,0.866025404,0.333333333,0.823272602,0.316227766,0.483045892,0.9258201,0,0.918936583,0,0,0,0,0.316227766,0.483045892,0,0.487950036,0.875595036,0.744023809,0,0,1.069044968,0.707106781,0,1.118033989,0,0.333333333,0,0,0.786795792,0.447213595,0,0.316227766,0,0.849836586,1.704336206,0.483045892,0.483045892,0.994428926,0.843274043,0.316227766,0,0.971825316,0.816496581,0,0.516397779,0,0.971825316,0.333333333,0,0.316227766,1.059349905,0,0.316227766,0,0.471404521,1.178511302
205,206,item_206,body_parts,nouns,toe,toe,toe,NA,NA,toe,FALSE,NA,22,4.93,0.25,3.5,2.460803843,6.72,0.613731755,5.954545455,1.430193884,0.157894737,0.501459857,0.157894737,0.501459857,3.473684211,1.866917276,1.157894737,1.607729866,0.789473684,1.43677677,4.368421053,1.164785451,4.25,1.831737743,0.3,1.128576187,0.85,0.85,0.05,0.223606798,0.05,0.223606798,2,NA,NA,NA,1.762959302,NA,5.24,1.26,3.1,1.87,5.1,1.65,6.7,1.2,4.357142857,NA,1335.141141,NA,5.728323699,NA,167,NA,0,0.316227766,0.421637021,1.229272594,0.666666667,0,0.567646212,0.849836586,0.316227766,1.414213562,1.494434118,1.100504935,1.33749351,0.632455532,1.0749677,0.483045892,0.516397779,0.699205899,0,0.567646212,1.354006401,0,0.674948558,1.82878223,1.686548085,0.483045892,0,0.948683298,0.707106781,0.333333333,0.948683298,2.250925735,0.421637021,1.333333333,0,0.699205899,0,0,0,0,0.421637021,0.707106781,0,0.690065559,0.875595036,0.744023809,0,0,1.069044968,0.755928946,0,1.118033989,1.463850109,0.333333333,0,0,0,0.447213595,0,0.316227766,0,0.849836586,1.812653934,0.483045892,0.516397779,0.994428926,0.843274043,0.316227766,0,1.0749677,0.737864787,0,0.516397779,1.908627031,0.666666667,0.333333333,0,0.316227766,1.173787791,0,0.316227766,0,0.471404521,1.154700538
